revenue_id,client_id,client_name,project_id,project_name,invoice_id,contract_id,revenue_period,revenue_date,revenue_amount,currency,revenue_type,revenue_stream,monthly_recurring_revenue_mrr,annual_recurring_revenue_arr,gross_revenue,net_revenue,tax_amount,profit_margin,recognition_date,payment_status,outstanding_amount,collection_days,revenue_growth_percentage,revenue_band,forecast_revenue,upsell_revenue,country,billing_frequency
REV00377,CLT029,"Rodriguez, Warren and Rivers",PRJ012,Integrate End-To-End Architectures,INV00377,CON001,Dec-25,11-12-2025,1056636,INR,Accrued,One-time,88053,1056636,1056636,866441.52,190194.48,44.16,16-12-2025,Partial,43325,20,14.35,Medium,1321468,267255,Australia,Quarterly
REV00378,CLT035,Simon Inc,PRJ006,Facilitate Cross-Media Users,INV00378,CON026,Apr-26,08-04-2026,215644,SGD,Accrued,Recurring,17970.33,215644,215644,176828.08,38815.92,22.03,13-04-2026,Paid,72883,109,17.19,Low,278969,256147,Australia,Monthly
REV00379,CLT011,Long LLC,PRJ003,Unleash Vertical Synergies,INV00379,CON036,Oct-25,20-10-2025,2203863,USD,Recognized,One-time,183655.25,2203863,2203863,1807167.66,396695.34,7.52,25-10-2025,Partial,36705,15,43.8,High,2648700,190609,India,Monthly
REV00380,CLT007,Gray Inc,PRJ002,Matrix Killer Bandwidth,INV00380,CON016,Mar-26,24-03-2026,358146,SGD,Deferred,Recurring,29845.5,358146,358146,293679.72,64466.28,34.43,29-03-2026,Partial,37137,43,36.37,Low,399176,70363,USA,Annual
REV00381,CLT010,Gardner-Graham,PRJ018,Evolve 24/365 Web Services,INV00381,CON014,Apr-26,04-04-2026,641883,SGD,Accrued,Recurring,53490.25,641883,641883,526344.06,115538.94,19.86,09-04-2026,Pending,192066,39,44.72,Medium,808156,100992,Australia,Quarterly
REV00382,CLT027,Allison PLC,PRJ003,Whiteboard Seamless Partnerships,INV00382,CON022,Feb-26,27-02-2026,796369,INR,Deferred,Recurring,66364.08,796369,796369,653022.58,143346.42,22.09,04-03-2026,Pending,174859,104,1.4,Medium,1043766,118366,India,Quarterly
REV00383,CLT018,Ramirez-Barrett,PRJ020,Leverage Magnetic Bandwidth,INV00383,CON007,Jul-25,27-07-2025,452345,USD,Recognized,One-time,37695.42,452345,452345,370922.9,81422.1,39.15,01-08-2025,Overdue,83360,101,8.37,Low,521803,388653,Australia,Monthly
REV00384,CLT027,Mason Inc,PRJ015,Transition Distributed Roi,INV00384,CON012,Jan-26,26-01-2026,3732263,USD,Deferred,One-time,311021.92,3732263,3732263,3060455.66,671807.34,26.96,31-01-2026,Partial,982863,69,2.21,High,4985500,272941,India,Quarterly
REV00385,CLT032,Black-Gregory,PRJ001,Deploy 24/7 Metrics,INV00385,CON028,Apr-26,26-04-2026,4317136,USD,Accrued,Recurring,359761.33,4317136,4317136,3540051.52,777084.48,7.93,01-05-2026,Paid,286111,66,14.87,High,5420322,354824,India,Annual
REV00386,CLT015,"Mcmillan, Gallegos and Cain",PRJ006,Utilize Scalable Solutions,INV00386,CON005,Feb-26,15-02-2026,3129046,USD,Deferred,Recurring,260753.83,3129046,3129046,2565817.72,563228.28,40.32,20-02-2026,Partial,1077274,50,42.15,High,3682313,198754,India,Annual
REV00387,CLT003,"Shaw, Ross and Cox",PRJ015,Synergize Mission-Critical Eyeballs,INV00387,CON058,Sep-25,26-09-2025,4145875,INR,Accrued,Recurring,345489.58,4145875,4145875,3399617.5,746257.5,47.67,01-10-2025,Paid,746049,5,21.93,High,4761809,185541,USA,Quarterly
REV00388,CLT032,"Villa, Reid and Wang",PRJ001,Deploy Cross-Platform E-Services,INV00388,CON010,Mar-26,31-03-2026,2148282,SGD,Recognized,One-time,179023.5,2148282,2148282,1761591.24,386690.76,37.76,05-04-2026,Partial,493563,55,7.46,High,2490607,467766,USA,Annual
REV00389,CLT026,Weeks Inc,PRJ014,Redefine Magnetic Experiences,INV00389,CON048,May-26,18-05-2026,2828420,INR,Deferred,One-time,235701.67,2828420,2828420,2319304.4,509115.6,48.36,23-05-2026,Pending,336199,90,-3.06,High,3376535,348778,UK,Annual
REV00390,CLT023,Moyer-Munoz,PRJ017,Reinvent Turn-Key Eyeballs,INV00390,CON001,Apr-26,14-04-2026,2033947,USD,Deferred,One-time,169495.58,2033947,2033947,1667836.54,366110.46,47.95,19-04-2026,Paid,711259,111,5.53,High,2731451,386626,UK,Quarterly
REV00391,CLT016,Garcia-Jackson,PRJ014,Engineer Innovative Web-Readiness,INV00391,CON013,Nov-25,28-11-2025,4025301,INR,Recognized,One-time,335441.75,4025301,4025301,3300746.82,724554.18,6.33,03-12-2025,Partial,216142,94,28.83,High,4964525,98916,India,Monthly
REV00392,CLT015,Williams Inc,PRJ008,Transition Turn-Key Convergence,INV00392,CON022,May-26,01-05-2026,3624183,USD,Deferred,One-time,302015.25,3624183,3624183,2971830.06,652352.94,17.4,06-05-2026,Pending,128659,70,10.62,High,3861554,57700,USA,Monthly
REV00393,CLT012,Suarez-King,PRJ009,Facilitate Virtual Initiatives,INV00393,CON032,Jun-25,14-06-2025,3099940,USD,Accrued,One-time,258328.33,3099940,3099940,2541950.8,557989.2,23.64,19-06-2025,Partial,638282,19,-9.19,High,3267642,289285,USA,Annual
REV00394,CLT039,Church Inc,PRJ004,Drive Leading-Edge Architectures,INV00394,CON003,Mar-26,05-03-2026,4970434,INR,Accrued,One-time,414202.83,4970434,4970434,4075755.88,894678.12,4.28,10-03-2026,Paid,1853969,88,34.04,High,5506635,233711,Australia,Quarterly
REV00395,CLT036,"Owens, Graham and Johnson",PRJ012,Architect Strategic E-Commerce,INV00395,CON058,Dec-25,28-12-2025,3120331,INR,Deferred,Recurring,260027.58,3120331,3120331,2558671.42,561659.58,14.46,02-01-2026,Paid,246266,60,-10.94,High,3668577,488286,Australia,Quarterly
REV00396,CLT033,Hayes PLC,PRJ013,Matrix Sticky Eyeballs,INV00396,CON036,Mar-26,28-03-2026,3323628,SGD,Accrued,One-time,276969,3323628,3323628,2725374.96,598253.04,20.37,02-04-2026,Partial,1273429,39,-2.58,High,3493399,299839,India,Annual
REV00397,CLT003,Taylor Inc,PRJ005,Cultivate Dot-Com Architectures,INV00397,CON057,Feb-26,17-02-2026,2379990,SGD,Recognized,One-time,198332.5,2379990,2379990,1951591.8,428398.2,44.08,22-02-2026,Partial,283571,116,32.44,High,2957670,130551,India,Annual
REV00398,CLT001,"Murphy, Parker and Gutierrez",PRJ012,E-Enable 24/7 Action-Items,INV00398,CON015,Dec-25,09-12-2025,2396208,SGD,Accrued,One-time,199684,2396208,2396208,1964890.56,431317.44,41.79,14-12-2025,Paid,268422,7,17.24,High,3219613,407993,UK,Annual
REV00399,CLT010,Moore Group,PRJ015,Cultivate Out-Of-The-Box Models,INV00399,CON015,Sep-25,12-09-2025,3689846,INR,Accrued,One-time,307487.17,3689846,3689846,3025673.72,664172.28,25.67,17-09-2025,Partial,311079,120,13.74,High,4423344,240852,Singapore,Annual
REV00400,CLT016,Smith PLC,PRJ015,Grow World-Class Markets,INV00400,CON059,Mar-26,15-03-2026,3426450,USD,Recognized,Recurring,285537.5,3426450,3426450,2809689,616761,43.74,20-03-2026,Paid,1104734,22,28.61,High,4428336,316299,UK,Monthly
REV00401,CLT022,Hudson and Sons,PRJ003,Monetize Scalable Supply-Chains,INV00401,CON013,Aug-25,03-08-2025,1217946,USD,Recognized,Recurring,101495.5,1217946,1217946,998715.72,219230.28,26,08-08-2025,Pending,398286,77,38.54,Medium,1576800,161158,Singapore,Annual
REV00402,CLT001,"Torres, Mcfarland and King",PRJ008,Embrace 24/365 Models,INV00402,CON002,Mar-26,24-03-2026,1951488,SGD,Deferred,Recurring,162624,1951488,1951488,1600220.16,351267.84,23.23,29-03-2026,Overdue,404103,23,6.2,Medium,2216995,483231,India,Monthly
REV00403,CLT028,Gray Ltd,PRJ017,Incubate Strategic E-Business,INV00403,CON022,Feb-26,02-02-2026,1571403,USD,Deferred,One-time,130950.25,1571403,1571403,1288550.46,282852.54,16.61,07-02-2026,Pending,157517,119,25.04,Medium,1792136,428638,India,Annual
REV00404,CLT031,"Mcfarland, Scott and Fuller",PRJ003,E-Enable User-Centric E-Services,INV00404,CON008,May-26,02-05-2026,4897297,USD,Deferred,One-time,408108.08,4897297,4897297,4015783.54,881513.46,28.9,07-05-2026,Partial,1524016,40,-6.32,High,5616788,66865,USA,Quarterly
REV00405,CLT035,Shah Ltd,PRJ018,Incubate Revolutionary Methodologies,INV00405,CON053,Apr-26,15-04-2026,1980340,SGD,Recognized,One-time,165028.33,1980340,1980340,1623878.8,356461.2,26.38,20-04-2026,Partial,87679,79,27.9,Medium,2392416,407158,India,Monthly
REV00406,CLT030,"Henderson, Macdonald and Pineda",PRJ005,Streamline Intuitive E-Services,INV00406,CON054,Jan-26,15-01-2026,4676320,SGD,Deferred,Recurring,389693.33,4676320,4676320,3834582.4,841737.6,28.19,20-01-2026,Paid,508553,31,34.67,High,4988509,72247,Singapore,Annual
REV00407,CLT006,Moore PLC,PRJ008,Matrix Clicks-And-Mortar Content,INV00407,CON005,Jan-26,26-01-2026,154670,SGD,Accrued,One-time,12889.17,154670,154670,126829.4,27840.6,21.81,31-01-2026,Partial,54464,109,9.99,Low,197919,246292,Australia,Quarterly
REV00408,CLT001,Christian-Hernandez,PRJ013,Generate Vertical Channels,INV00408,CON054,May-26,17-05-2026,3603588,SGD,Deferred,Recurring,300299,3603588,3603588,2954942.16,648645.84,2.97,22-05-2026,Pending,952728,75,27.68,High,4062743,299926,Singapore,Quarterly
REV00409,CLT039,"Lewis, Carter and Murphy",PRJ003,Mesh Compelling Web-Readiness,INV00409,CON053,Dec-25,23-12-2025,3979526,USD,Recognized,One-time,331627.17,3979526,3979526,3263211.32,716314.68,20.54,28-12-2025,Paid,656806,88,23.51,High,5166125,86415,UK,Monthly
REV00410,CLT039,"Riggs, Long and Castillo",PRJ001,Orchestrate Rich Relationships,INV00410,CON049,Aug-25,14-08-2025,2643087,SGD,Recognized,Recurring,220257.25,2643087,2643087,2167331.34,475755.66,33.05,19-08-2025,Paid,423049,86,40.75,High,2965809,44585,UK,Quarterly
REV00411,CLT023,"Kaufman, Weeks and Monroe",PRJ005,Scale Plug-And-Play Bandwidth,INV00411,CON045,Jan-26,26-01-2026,866881,INR,Deferred,One-time,72240.08,866881,866881,710842.42,156038.58,26.78,31-01-2026,Partial,213535,119,29.49,Medium,936492,423359,Australia,Annual
REV00412,CLT011,"Guerra, Barrett and Shaw",PRJ017,Engineer Bleeding-Edge Portals,INV00412,CON034,Oct-25,28-10-2025,4439650,INR,Recognized,Recurring,369970.83,4439650,4439650,3640513,799137,6.94,02-11-2025,Overdue,715999,62,32.12,High,5113172,188909,UK,Annual
REV00413,CLT007,Watts-Morales,PRJ015,Evolve B2C E-Business,INV00413,CON021,Feb-26,08-02-2026,1473694,INR,Deferred,One-time,122807.83,1473694,1473694,1208429.08,265264.92,25.57,13-02-2026,Paid,169316,13,1.81,Medium,1708009,46781,UK,Quarterly
REV00414,CLT009,Carter-Prince,PRJ015,Repurpose Cross-Media Platforms,INV00414,CON024,Jun-25,16-06-2025,4348987,SGD,Accrued,Recurring,362415.58,4348987,4348987,3566169.34,782817.66,14.49,21-06-2025,Pending,657762,52,-9.99,High,5105529,235977,India,Annual
REV00415,CLT025,"Johnson, Harrison and Davidson",PRJ015,Engineer Robust Relationships,INV00415,CON043,Oct-25,30-10-2025,834361,INR,Accrued,Recurring,69530.08,834361,834361,684176.02,150184.98,24.48,04-11-2025,Paid,244254,64,23.55,Medium,1101388,243716,Singapore,Quarterly
REV00416,CLT031,Romero-Bautista,PRJ004,Innovate Bricks-And-Clicks Solutions,INV00416,CON018,Aug-25,16-08-2025,3863282,SGD,Accrued,One-time,321940.17,3863282,3863282,3167891.24,695390.76,48.69,21-08-2025,Pending,1143118,24,41.91,High,4225094,111919,India,Monthly
REV00417,CLT005,Camacho LLC,PRJ009,Implement Leading-Edge Technologies,INV00417,CON026,Jun-25,07-06-2025,735425,INR,Recognized,One-time,61285.42,735425,735425,603048.5,132376.5,25.28,12-06-2025,Pending,236674,116,10.18,Medium,819433,468227,India,Quarterly
REV00418,CLT023,"Collins, Olson and Taylor",PRJ019,Deploy Killer Relationships,INV00418,CON025,Mar-26,26-03-2026,133311,USD,Recognized,Recurring,11109.25,133311,133311,109315.02,23995.98,17.59,31-03-2026,Partial,51319,119,20.83,Low,143088,350204,USA,Quarterly
REV00419,CLT029,"Chapman, Dickerson and Williams",PRJ019,Visualize 24/7 Models,INV00419,CON007,Apr-26,17-04-2026,356066,INR,Recognized,Recurring,29672.17,356066,356066,291974.12,64091.88,31.59,22-04-2026,Overdue,49193,58,26.79,Low,456588,315067,USA,Annual
REV00420,CLT023,"Arias, Newman and Harrington",PRJ018,Exploit Vertical Action-Items,INV00420,CON028,Nov-25,16-11-2025,4438666,SGD,Recognized,One-time,369888.83,4438666,4438666,3639706.12,798959.88,7.14,21-11-2025,Partial,704279,19,40.58,High,5271568,195623,Australia,Quarterly
REV00421,CLT027,"Chapman, Park and Tyler",PRJ004,Extend Next-Generation Technologies,INV00421,CON032,Aug-25,15-08-2025,4619557,USD,Recognized,One-time,384963.08,4619557,4619557,3788036.74,831520.26,45.7,20-08-2025,Pending,1328598,61,15.2,High,5967364,350072,Singapore,Annual
REV00422,CLT001,Silva Group,PRJ012,Generate Vertical Convergence,INV00422,CON051,Mar-26,21-03-2026,1928516,SGD,Recognized,One-time,160709.67,1928516,1928516,1581383.12,347132.88,17.56,26-03-2026,Overdue,297380,39,37.78,Medium,2177969,439607,Singapore,Monthly
REV00423,CLT026,"Roman, Ingram and Smith",PRJ007,Syndicate 24/365 Info-Mediaries,INV00423,CON040,Aug-25,29-08-2025,3349388,USD,Accrued,Recurring,279115.67,3349388,3349388,2746498.16,602889.84,47.28,03-09-2025,Partial,1211846,59,-7.27,High,4156195,381740,USA,Quarterly
REV00424,CLT002,"Ferguson, Reyes and Stanley",PRJ014,E-Enable Dynamic Metrics,INV00424,CON001,Oct-25,21-10-2025,1333864,SGD,Recognized,Recurring,111155.33,1333864,1333864,1093768.48,240095.52,48.55,26-10-2025,Overdue,82598,78,7.94,Medium,1697611,68444,USA,Annual
REV00425,CLT038,"Cannon, Hunter and Mann",PRJ004,Deliver Distributed Functionalities,INV00425,CON008,Aug-25,21-08-2025,3901442,INR,Deferred,Recurring,325120.17,3901442,3901442,3199182.44,702259.56,12.16,26-08-2025,Paid,257287,18,-6.49,High,4403161,94700,UK,Quarterly
REV00426,CLT021,"Pham, Martinez and Clark",PRJ015,Monetize Collaborative Bandwidth,INV00426,CON052,Sep-25,14-09-2025,1401435,INR,Deferred,One-time,116786.25,1401435,1401435,1149176.7,252258.3,34.81,19-09-2025,Paid,313267,6,39.22,Medium,1748850,330937,USA,Annual
REV00427,CLT034,Hart-Chapman,PRJ017,Streamline Integrated Methodologies,INV00427,CON049,Sep-25,20-09-2025,1327971,INR,Deferred,One-time,110664.25,1327971,1327971,1088936.22,239034.78,30.39,25-09-2025,Partial,382615,19,38.91,Medium,1406121,72647,Singapore,Quarterly
REV00428,CLT018,Becker-Davis,PRJ013,Incubate Customized Platforms,INV00428,CON007,Mar-26,18-03-2026,4945996,USD,Deferred,One-time,412166.33,4945996,4945996,4055716.72,890279.28,10.21,23-03-2026,Overdue,1607359,80,3.7,High,6371579,378567,UK,Quarterly
REV00429,CLT038,"Baker, Campos and Stone",PRJ014,Envisioneer Collaborative Info-Mediaries,INV00429,CON019,May-26,17-05-2026,4500141,USD,Recognized,Recurring,375011.75,4500141,4500141,3690115.62,810025.38,31.2,22-05-2026,Partial,835309,8,-8.12,High,5817386,225122,Singapore,Annual
REV00430,CLT015,"Villa, James and Gonzalez",PRJ018,Mesh End-To-End Solutions,INV00430,CON005,Sep-25,18-09-2025,3284570,SGD,Accrued,One-time,273714.17,3284570,3284570,2693347.4,591222.6,29.14,23-09-2025,Paid,1262070,32,16.64,High,3550213,145777,UK,Quarterly
REV00431,CLT011,"Potts, Taylor and Mcintosh",PRJ020,Revolutionize Virtual Systems,INV00431,CON021,Oct-25,19-10-2025,3261641,USD,Recognized,One-time,271803.42,3261641,3261641,2674545.62,587095.38,32.68,24-10-2025,Paid,1208827,7,2.1,High,4054545,448844,USA,Monthly
REV00432,CLT020,"Armstrong, Riddle and Brown",PRJ009,Matrix Clicks-And-Mortar Platforms,INV00432,CON021,Aug-25,05-08-2025,2950985,USD,Deferred,Recurring,245915.42,2950985,2950985,2419807.7,531177.3,16.52,10-08-2025,Overdue,167283,76,31.48,High,3535709,24679,UK,Quarterly
REV00433,CLT011,"Foster, White and Orr",PRJ003,Engage Bricks-And-Clicks Technologies,INV00433,CON013,Nov-25,09-11-2025,3144385,INR,Deferred,Recurring,262032.08,3144385,3144385,2578395.7,565989.3,7.5,14-11-2025,Paid,10362,93,37.08,High,3546571,411536,India,Quarterly
REV00434,CLT010,"Johnson, Cisneros and Palmer",PRJ019,Morph Virtual Info-Mediaries,INV00434,CON057,May-26,20-05-2026,3516960,SGD,Deferred,One-time,293080,3516960,3516960,2883907.2,633052.8,4.9,25-05-2026,Overdue,936965,90,-7.66,High,4249460,302978,UK,Annual
REV00435,CLT014,Griffith Ltd,PRJ003,Synergize World-Class Web-Readiness,INV00435,CON005,Aug-25,11-08-2025,4199053,USD,Deferred,Recurring,349921.08,4199053,4199053,3443223.46,755829.54,47.55,16-08-2025,Partial,445593,6,25.23,High,4998742,201882,India,Annual
REV00436,CLT040,"Torres, Hartman and Mills",PRJ017,Re-Intermediate Web-Enabled Metrics,INV00436,CON013,Feb-26,23-02-2026,3407162,INR,Recognized,Recurring,283930.17,3407162,3407162,2793872.84,613289.16,37.11,28-02-2026,Paid,143947,40,10.39,High,4278985,498857,UK,Monthly
REV00437,CLT036,Miller-Moore,PRJ003,Engage Rich Vortals,INV00437,CON023,Mar-26,27-03-2026,3669463,USD,Recognized,Recurring,305788.58,3669463,3669463,3008959.66,660503.34,36.44,01-04-2026,Overdue,315873,55,15.13,High,4412081,27869,USA,Annual
REV00438,CLT004,Montgomery Group,PRJ008,Seize Innovative Platforms,INV00438,CON008,May-26,15-05-2026,1891968,USD,Accrued,One-time,157664,1891968,1891968,1551413.76,340554.24,43.43,20-05-2026,Paid,55718,119,-12.86,Medium,2137646,34522,Singapore,Quarterly
REV00439,CLT039,Graves-Peterson,PRJ010,Optimize Clicks-And-Mortar Action-Items,INV00439,CON047,Oct-25,11-10-2025,76062,SGD,Recognized,One-time,6338.5,76062,76062,62370.84,13691.16,46.27,16-10-2025,Pending,6064,69,39.47,Low,94060,387496,Singapore,Annual
REV00440,CLT005,Mercer-Cline,PRJ006,Syndicate Interactive Experiences,INV00440,CON044,Feb-26,17-02-2026,131653,INR,Recognized,One-time,10971.08,131653,131653,107955.46,23697.54,15.16,22-02-2026,Overdue,23078,65,19.99,Low,157521,129766,India,Monthly
REV00441,CLT017,"Rivera, Anderson and Reese",PRJ016,Morph Compelling E-Tailers,INV00441,CON017,Aug-25,25-08-2025,3105880,INR,Accrued,Recurring,258823.33,3105880,3105880,2546821.6,559058.4,13.44,30-08-2025,Overdue,28439,110,6.16,High,3922872,467335,USA,Monthly
REV00442,CLT006,Gomez and Sons,PRJ007,Enhance One-To-One Partnerships,INV00442,CON059,Dec-25,30-12-2025,3219033,SGD,Deferred,One-time,268252.75,3219033,3219033,2639607.06,579425.94,42.64,04-01-2026,Overdue,574460,117,22.61,High,3906215,478355,Singapore,Quarterly
REV00443,CLT023,"Knox, Jones and Mitchell",PRJ010,Empower Proactive Infrastructures,INV00443,CON008,May-25,27-05-2025,119918,USD,Deferred,Recurring,9993.17,119918,119918,98332.76,21585.24,17.97,01-06-2025,Partial,44926,23,12.98,Low,131318,151929,UK,Quarterly
REV00444,CLT001,Joseph Group,PRJ002,Transform Seamless Platforms,INV00444,CON017,Jun-25,29-06-2025,1205268,INR,Recognized,Recurring,100439,1205268,1205268,988319.76,216948.24,32.64,04-07-2025,Partial,460703,41,32.12,Medium,1447042,403117,USA,Quarterly
REV00445,CLT020,"Simmons, Lewis and Wiggins",PRJ020,Repurpose Collaborative Niches,INV00445,CON020,Nov-25,04-11-2025,1503762,USD,Deferred,Recurring,125313.5,1503762,1503762,1233084.84,270677.16,3.27,09-11-2025,Partial,456986,91,37.56,Medium,1941829,72968,Singapore,Quarterly
REV00446,CLT033,Brown-Armstrong,PRJ012,Whiteboard Magnetic Initiatives,INV00446,CON030,May-26,01-05-2026,3021193,USD,Recognized,One-time,251766.08,3021193,3021193,2477378.26,543814.74,15.02,06-05-2026,Paid,978431,58,42.69,High,3590341,478443,India,Monthly
REV00447,CLT030,Pierce-Newman,PRJ017,Revolutionize Customized E-Commerce,INV00447,CON030,Jul-25,02-07-2025,505889,USD,Deferred,One-time,42157.42,505889,505889,414828.98,91060.02,45.87,07-07-2025,Paid,14337,39,34.79,Medium,629813,174841,Australia,Monthly
REV00448,CLT010,Stone-Brewer,PRJ010,Harness Distributed Mindshare,INV00448,CON041,Mar-26,09-03-2026,2657941,SGD,Accrued,Recurring,221495.08,2657941,2657941,2179511.62,478429.38,50.6,14-03-2026,Partial,1017024,84,26.27,High,2882304,18,India,Monthly
REV00449,CLT016,Bauer Ltd,PRJ018,Leverage Sticky Initiatives,INV00449,CON017,Jul-25,12-07-2025,3733688,SGD,Recognized,Recurring,311140.67,3733688,3733688,3061624.16,672063.84,6.14,17-07-2025,Partial,1294275,20,10.94,High,4632980,96892,Singapore,Quarterly
REV00450,CLT027,"Cannon, Young and Smith",PRJ014,Re-Contextualize Collaborative Architectures,INV00450,CON010,Jun-25,17-06-2025,284634,SGD,Deferred,Recurring,23719.5,284634,284634,233399.88,51234.12,35.3,22-06-2025,Paid,59910,20,18.85,Low,299806,158734,Australia,Quarterly
REV00451,CLT023,Murphy-Pacheco,PRJ017,Syndicate Best-Of-Breed E-Services,INV00451,CON025,Aug-25,25-08-2025,4353734,USD,Deferred,One-time,362811.17,4353734,4353734,3570061.88,783672.12,47.53,30-08-2025,Pending,365946,88,-5.92,High,5428148,295251,Singapore,Quarterly
REV00452,CLT038,Rodriguez-Randall,PRJ020,Engage Robust Interfaces,INV00452,CON054,Sep-25,09-09-2025,3437100,USD,Deferred,Recurring,286425,3437100,3437100,2818422,618678,46.19,14-09-2025,Paid,94223,8,36.12,High,3773089,50614,UK,Annual
REV00453,CLT005,"Bennett, Moore and Morse",PRJ015,Aggregate Bleeding-Edge E-Markets,INV00453,CON049,Nov-25,24-11-2025,3190041,SGD,Accrued,Recurring,265836.75,3190041,3190041,2615833.62,574207.38,2.59,29-11-2025,Partial,61780,27,4.27,High,4018232,197986,Australia,Monthly
REV00454,CLT007,Garcia-Taylor,PRJ007,Scale Leading-Edge Relationships,INV00454,CON003,May-26,20-05-2026,1229124,USD,Accrued,One-time,102427,1229124,1229124,1007881.68,221242.32,4.75,25-05-2026,Paid,2745,51,31.46,Medium,1500131,453242,Singapore,Monthly
REV00455,CLT005,Marshall-Davis,PRJ019,Benchmark B2C Schemas,INV00455,CON006,Jan-26,31-01-2026,1116967,INR,Deferred,One-time,93080.58,1116967,1116967,915912.94,201054.06,6.43,05-02-2026,Pending,271186,43,-8.95,Medium,1339928,26989,Singapore,Quarterly
REV00456,CLT008,"Johnson, Woods and Dalton",PRJ019,Transform Interactive Vortals,INV00456,CON031,Jun-25,25-06-2025,2256649,INR,Accrued,One-time,188054.08,2256649,2256649,1850452.18,406196.82,14.2,30-06-2025,Paid,31434,9,5.28,High,2546096,175395,Singapore,Annual
REV00457,CLT006,Hardy-Simmons,PRJ018,Synthesize Wireless Synergies,INV00457,CON031,Jul-25,12-07-2025,1136027,USD,Deferred,Recurring,94668.92,1136027,1136027,931542.14,204484.86,35.99,17-07-2025,Pending,379233,10,-8.76,Medium,1362072,118093,UK,Monthly
REV00458,CLT028,Mccarthy LLC,PRJ014,Empower Mission-Critical Relationships,INV00458,CON036,Dec-25,24-12-2025,1205702,INR,Deferred,Recurring,100475.17,1205702,1205702,988675.64,217026.36,45.09,29-12-2025,Pending,229613,20,38.83,Medium,1621380,192785,USA,Monthly
REV00459,CLT004,Parsons-Peterson,PRJ005,Synergize Front-End Relationships,INV00459,CON029,Oct-25,01-10-2025,1564927,INR,Deferred,One-time,130410.58,1564927,1564927,1283240.14,281686.86,28.13,06-10-2025,Pending,45843,45,5.98,Medium,1950779,128054,Australia,Annual
REV00460,CLT015,"Reed, Todd and Doyle",PRJ015,Leverage Seamless Paradigms,INV00460,CON046,May-26,24-05-2026,2589390,USD,Accrued,Recurring,215782.5,2589390,2589390,2123299.8,466090.2,4.73,29-05-2026,Pending,384757,104,18.08,High,3393890,128034,Australia,Monthly
REV00461,CLT008,Andrade LLC,PRJ012,Enhance Viral Solutions,INV00461,CON047,Mar-26,17-03-2026,1240857,INR,Recognized,One-time,103404.75,1240857,1240857,1017502.74,223354.26,49.37,22-03-2026,Paid,123262,94,11.42,Medium,1587375,499670,UK,Quarterly
REV00462,CLT003,"Arnold, French and Brown",PRJ008,Incentivize Virtual Portals,INV00462,CON014,Feb-26,18-02-2026,3232025,INR,Deferred,One-time,269335.42,3232025,3232025,2650260.5,581764.5,36.63,23-02-2026,Pending,904050,73,-11.86,High,3689500,283927,Australia,Annual
REV00463,CLT035,Brennan Inc,PRJ015,Scale Synergistic Methodologies,INV00463,CON028,Feb-26,05-02-2026,4853338,SGD,Recognized,Recurring,404444.83,4853338,4853338,3979737.16,873600.84,13.32,10-02-2026,Overdue,1191817,103,16.13,High,5332676,199906,Singapore,Quarterly
REV00464,CLT039,Martinez and Sons,PRJ001,Aggregate Proactive Markets,INV00464,CON008,Apr-26,30-04-2026,2624423,USD,Deferred,One-time,218701.92,2624423,2624423,2152026.86,472396.14,19.94,05-05-2026,Paid,554733,113,-4.27,High,3119959,230639,India,Annual
REV00465,CLT018,Bishop Ltd,PRJ009,Engineer Out-Of-The-Box Synergies,INV00465,CON056,Jun-25,23-06-2025,4201764,INR,Accrued,Recurring,350147,4201764,4201764,3445446.48,756317.52,43.48,28-06-2025,Paid,476932,85,-4.53,High,5510074,343921,India,Monthly
REV00466,CLT023,"Morgan, Wood and Wright",PRJ018,Orchestrate Web-Enabled Communities,INV00466,CON046,Feb-26,13-02-2026,425248,INR,Deferred,One-time,35437.33,425248,425248,348703.36,76544.64,6.07,18-02-2026,Paid,61524,49,-8.45,Low,511182,59340,Singapore,Annual
REV00467,CLT027,"Payne, Meyer and Heath",PRJ012,Orchestrate Distributed Infrastructures,INV00467,CON031,Feb-26,20-02-2026,2516779,INR,Recognized,One-time,209731.58,2516779,2516779,2063758.78,453020.22,19.62,25-02-2026,Paid,32670,25,7.1,High,2862236,78676,Australia,Annual
REV00468,CLT006,"Jackson, Patterson and Hansen",PRJ003,Productize Sticky Roi,INV00468,CON060,Oct-25,07-10-2025,1933922,SGD,Accrued,One-time,161160.17,1933922,1933922,1585816.04,348105.96,13.83,12-10-2025,Paid,527953,78,22.82,Medium,2456439,282574,India,Annual
REV00469,CLT024,Larson-Murphy,PRJ008,Aggregate Proactive Markets,INV00469,CON030,Apr-26,04-04-2026,2690871,USD,Accrued,Recurring,224239.25,2690871,2690871,2206514.22,484356.78,40.25,09-04-2026,Paid,505511,61,28.97,High,3535987,189729,Australia,Quarterly
REV00470,CLT038,Harris-Nelson,PRJ005,Aggregate Vertical Methodologies,INV00470,CON039,Sep-25,16-09-2025,2233378,SGD,Accrued,Recurring,186114.83,2233378,2233378,1831369.96,402008.04,5.65,21-09-2025,Partial,300820,48,3.83,High,2399656,220737,UK,Monthly
